"","cell1","cell2","score"
"130",9,997,0.580645161290323
"131",24,997,0.419354838709677
"132",113,997,0.451612903225806
"133",127,997,0.290322580645161
"134",154,997,0.354838709677419
"135",205,997,0.516129032258065
"136",212,997,0.645161290322581
"137",223,998,0.612903225806452
"138",5,999,0.645161290322581
"139",13,999,0.645161290322581
"140",28,999,0.354838709677419
"141",71,999,0.709677419354839
"142",84,999,0.645161290322581
"143",212,999,0.709677419354839
"144",20,1000,0.258064516129032
"145",52,1000,0.67741935483871
"146",83,1000,0.870967741935484
"147",126,1000,0.645161290322581
"148",148,1000,0.741935483870968
"149",196,1000,0.612903225806452
"150",643,1000,0.032258064516129
"151",8,1001,0.612903225806452
"152",30,1001,1
"153",53,1001,0.483870967741935
"154",62,1001,0.645161290322581
"155",63,1001,0.870967741935484
"156",91,1001,0.870967741935484
"157",105,1001,0.387096774193548
"158",146,1001,0.67741935483871
"159",192,1002,0.032258064516129
"160",0,1003,1
"161",90,1003,1
"162",93,1003,1
"163",95,1003,1
"164",109,1003,1
"165",140,1003,1
"166",14,1004,0.870967741935484
"167",74,1004,0.806451612903226
"168",94,1004,0.741935483870968
"169",222,1004,0.32258064516129
"170",24,1005,0.419354838709677
"171",126,1005,0.451612903225806
"172",149,1005,0.483870967741935
"173",196,1005,0.580645161290323
"174",225,1005,0.419354838709677
"175",149,1006,0.0645161290322581
"176",154,1006,0.387096774193548
"177",174,1006,0.290322580645161
"178",192,1006,0.129032258064516
"179",224,1006,0.645161290322581
"180",21,1007,0.387096774193548
"181",43,1007,1
"182",170,1007,1
"183",199,1007,0.838709677419355
"184",862,1007,0.580645161290323
"185",874,1007,0.838709677419355
"186",941,1007,0.870967741935484
"187",2,1008,0.67741935483871
"188",22,1008,0.935483870967742
"189",24,1008,0.580645161290323
"190",75,1008,0.32258064516129
"191",187,1008,0.387096774193548
"192",204,1008,0.419354838709677
"193",222,1008,0.935483870967742
"194",9,1009,0.774193548387097
"195",21,1009,0.838709677419355
"196",22,1009,0.806451612903226
"197",24,1009,0.516129032258065
"198",37,1009,0.451612903225806
"199",153,1009,0.387096774193548
"200",219,1009,0.709677419354839
"201",220,1009,0.516129032258065
"202",222,1009,0.516129032258065
"203",906,1009,0.193548387096774
"204",18,1010,0.67741935483871
"205",41,1010,0.967741935483871
"206",55,1010,1
"207",61,1010,1
"208",70,1010,1
"209",77,1010,1
"210",10,1011,0.580645161290323
"211",132,1011,0.709677419354839
"212",133,1011,0.774193548387097
"213",157,1011,1
"214",202,1011,0.580645161290323
"215",222,1011,0.483870967741935
"216",18,1012,1
"217",26,1012,1
"218",41,1012,0.645161290322581
"219",55,1012,0.870967741935484
"220",76,1012,0.870967741935484
"221",94,1012,0.709677419354839
"222",123,1012,1
"223",132,1012,0.580645161290323
"224",180,1012,0.709677419354839
"225",10,1013,0.483870967741935
"226",153,1013,0.483870967741935
"227",202,1013,0.516129032258065
"228",64,1014,0.387096774193548
"229",72,1014,0.258064516129032
"230",710,1014,0.451612903225806
"231",729,1014,0.612903225806452
"232",19,1015,0.741935483870968
"233",29,1015,1
"234",30,1015,0.645161290322581
"235",63,1015,0.774193548387097
"236",64,1015,0.903225806451613
"237",83,1015,0.838709677419355
"238",91,1015,1
"239",117,1015,0.548387096774194
"240",134,1015,0.870967741935484
"241",136,1015,0.870967741935484
"242",3,1016,0.741935483870968
"243",5,1016,0.580645161290323
"244",13,1016,0.67741935483871
"245",71,1016,0.870967741935484
"246",905,1016,0.612903225806452
"247",5,1017,0.32258064516129
"248",16,1017,0.258064516129032
"249",80,1017,0.451612903225806
"250",2,1018,0.967741935483871
"251",8,1018,0.548387096774194
"252",22,1018,0.709677419354839
"253",24,1018,0.516129032258065
"254",62,1018,0.67741935483871
"255",79,1018,0.580645161290323
"256",219,1018,0.67741935483871
"257",225,1018,0.516129032258065
"258",34,1019,0.129032258064516
"259",104,1019,0.032258064516129
"260",131,1019,0.709677419354839
"261",155,1019,0.548387096774194
"262",169,1019,0.451612903225806
"263",197,1019,0.032258064516129
"264",208,1019,0.612903225806452
"265",127,1020,0.354838709677419
"266",213,1020,0.516129032258065
"267",225,1020,0.225806451612903
"268",27,1021,0.741935483870968
"269",48,1021,0.806451612903226
"270",53,1021,0.548387096774194
"271",59,1021,1
"272",195,1021,0.709677419354839
"273",198,1021,0.548387096774194
"274",200,1021,0.741935483870968
"275",206,1021,0.516129032258065
"276",40,1022,0.387096774193548
"277",67,1022,0.838709677419355
"278",44,1023,1
"279",55,1023,1
"280",61,1023,1
"281",77,1023,1
"282",81,1023,1
"283",11,1024,0.870967741935484
"284",24,1024,0.225806451612903
"285",168,1024,0.483870967741935
"286",176,1024,0.32258064516129
"287",190,1024,0.419354838709677
"288",220,1024,0.67741935483871
"289",633,1024,0.548387096774194
"290",87,1025,0.387096774193548
"291",108,1025,0.032258064516129
"292",145,1025,0.451612903225806
"293",150,1025,0.67741935483871
"294",12,1026,1
"295",41,1026,1
"296",61,1026,1
"297",70,1026,1
"298",223,1026,0.967741935483871
"299",8,1027,0.67741935483871
"300",14,1027,0.870967741935484
"301",18,1027,0.903225806451613
"302",23,1027,0.290322580645161
"303",74,1027,1
"304",88,1027,1
"305",89,1027,0.967741935483871
"306",94,1027,0.806451612903226
"307",53,1028,0.354838709677419
"308",35,1029,0.903225806451613
"309",84,1029,0.580645161290323
"310",147,1029,0.774193548387097
"311",172,1029,0.903225806451613
"312",179,1029,0.548387096774194
"313",193,1029,0.612903225806452
"314",9,1030,0.516129032258065
"315",11,1030,0.709677419354839
"316",20,1030,0.645161290322581
"317",37,1030,0.709677419354839
"318",208,1030,0.67741935483871
"319",220,1030,0.67741935483871
"320",226,1030,0.935483870967742
"321",19,1031,1
"322",52,1031,1
"323",117,1031,0.774193548387097
"324",133,1031,0.580645161290323
"325",136,1031,0.935483870967742
"326",148,1031,1
"327",161,1031,1
"328",175,1031,0.806451612903226
"329",177,1031,1
"330",181,1031,0.838709677419355
"331",12,1033,1
"332",51,1033,0.516129032258065
"333",70,1033,1
"334",76,1033,0.67741935483871
"335",77,1033,1
"336",223,1033,1
"337",10,1034,0.741935483870968
"338",18,1034,1
"339",22,1034,0.612903225806452
"340",75,1034,0.612903225806452
"341",125,1034,0.290322580645161
"342",209,1034,0.419354838709677
"343",222,1034,0.548387096774194
"344",53,1035,0.290322580645161
"345",155,1035,0.129032258064516
"346",200,1035,0.645161290322581
"347",2,1036,0.32258064516129
"348",33,1036,0.516129032258065
"349",62,1036,0.548387096774194
"350",141,1036,0.354838709677419
"351",200,1036,0.290322580645161
"352",52,1037,0.67741935483871
"353",133,1037,0.967741935483871
"354",147,1037,0.387096774193548
"355",157,1037,0.709677419354839
"356",161,1037,0.935483870967742
"357",164,1037,0.838709677419355
"358",177,1037,0.838709677419355
"359",202,1037,0.645161290322581
"360",8,1038,0.741935483870968
"361",30,1038,0.935483870967742
"362",31,1038,0.354838709677419
"363",60,1038,0.741935483870968
"364",62,1038,0.774193548387097
"365",63,1038,0.774193548387097
"366",91,1038,0.645161290322581
"367",129,1038,0.612903225806452
"368",33,1039,0.774193548387097
"369",59,1039,1
"370",86,1039,0.870967741935484
"371",129,1039,0.32258064516129
"372",198,1039,0.419354838709677
"373",72,1040,0.580645161290323
"374",88,1040,0.612903225806452
"375",149,1040,0.290322580645161
"376",11,1041,0.451612903225806
"377",15,1041,0.709677419354839
"378",16,1041,0.67741935483871
"379",169,1041,0.225806451612903
"380",190,1041,0.580645161290323
"381",125,1042,0.354838709677419
"382",126,1042,0.483870967741935
"383",136,1042,0.67741935483871
"384",164,1042,1
"385",196,1042,0.645161290322581
"386",208,1042,0.387096774193548
"387",4,1043,1
"388",25,1043,0.903225806451613
"389",27,1043,0.709677419354839
"390",28,1043,0.806451612903226
"391",48,1043,0.709677419354839
"392",59,1043,0.935483870967742
"393",67,1043,0.838709677419355
"394",86,1043,0.935483870967742
"395",3,1044,0.709677419354839
"396",5,1044,0.516129032258065
"397",15,1044,0.516129032258065
"398",39,1044,0.741935483870968
"399",71,1044,0.451612903225806
"400",124,1044,0.709677419354839
"401",203,1044,0.548387096774194
"402",217,1044,0.903225806451613
"403",634,1044,0.806451612903226
"404",20,1045,0.451612903225806
"405",38,1045,0.516129032258065
"406",126,1045,0.419354838709677
"407",164,1045,0.451612903225806
"408",169,1045,0.161290322580645
"409",196,1045,0.451612903225806
"410",202,1045,0.483870967741935
"411",27,1046,0.774193548387097
"412",33,1046,0.741935483870968
"413",45,1046,0.612903225806452
"414",46,1046,0.903225806451613
"415",114,1046,0.483870967741935
"416",130,1046,0.451612903225806
"417",206,1046,0.580645161290323
"418",207,1046,0.741935483870968
"419",28,1047,0.838709677419355
"420",33,1047,0.838709677419355
"421",46,1047,0.967741935483871
"422",47,1047,0.419354838709677
"423",207,1047,0.806451612903226
"424",212,1047,1
"425",2,1048,0.774193548387097
"426",8,1048,0.387096774193548
"427",26,1048,0.870967741935484
"428",72,1048,0.548387096774194
"429",219,1048,0.645161290322581
"430",762,1048,0.225806451612903
"431",24,1049,0.580645161290323
"432",222,1049,0.709677419354839
"433",20,1050,0.451612903225806
"434",43,1050,0.806451612903226
"435",199,1050,0.806451612903226
"436",220,1050,0.870967741935484
"437",226,1050,0.967741935483871
"438",633,1050,0.580645161290323
"439",0,1051,1
"440",44,1051,1
"441",57,1051,1
"442",90,1051,1
"443",93,1051,1
"444",95,1051,1
"445",109,1051,1
"446",110,1051,1
"447",140,1051,1
"448",3,1052,0.967741935483871
"449",71,1052,0.935483870967742
"450",119,1052,0.67741935483871
"451",211,1052,0.387096774193548
"452",634,1052,0.838709677419355
"453",11,1053,0.32258064516129
"454",52,1053,0.774193548387097
"455",133,1053,0.838709677419355
"456",157,1053,0.67741935483871
"457",161,1053,0.870967741935484
"458",209,1053,0.806451612903226
"459",4,1054,1
"460",27,1054,0.67741935483871
"461",45,1054,1
"462",54,1054,0.935483870967742
"463",78,1054,0.838709677419355
"464",130,1054,0.903225806451613
"465",195,1054,1
"466",207,1054,0.612903225806452
"467",224,1054,0.709677419354839
"468",4,1055,0.774193548387097
"469",29,1055,0.67741935483871
"470",32,1055,0.838709677419355
"471",37,1055,0.32258064516129
"472",45,1055,0.806451612903226
"473",64,1055,0.709677419354839
"474",159,1055,0.709677419354839
"475",162,1055,0.903225806451613
"476",195,1055,0.580645161290323
"477",224,1055,0.967741935483871
"478",2,1056,0.838709677419355
"479",26,1056,0.806451612903226
"480",74,1056,0.838709677419355
"481",79,1056,0.870967741935484
"482",204,1056,0.32258064516129
"483",219,1056,0.451612903225806
"484",55,1057,1
"485",81,1057,0.935483870967742
"486",89,1057,0.806451612903226
"487",94,1057,0.67741935483871
"488",123,1057,0.967741935483871
"489",2,1058,0.774193548387097
"490",9,1058,0.516129032258065
"491",13,1058,0.612903225806452
"492",22,1058,0.774193548387097
"493",141,1058,0.483870967741935
"494",160,1058,0.483870967741935
"495",204,1058,0.580645161290323
"496",222,1058,0.645161290322581
"497",31,1059,0.354838709677419
"498",119,1059,0.806451612903226
"499",124,1059,0.774193548387097
"500",145,1059,0.774193548387097
"501",217,1059,1
"502",634,1059,0.903225806451613
"503",8,1060,0.483870967741935
"504",14,1060,0.709677419354839
"505",94,1060,0.612903225806452
"506",157,1060,0.774193548387097
"507",179,1060,0.612903225806452
"508",204,1060,0.67741935483871
"509",222,1060,0.516129032258065
"510",6,1061,0.290322580645161
"511",38,1061,0.483870967741935
"512",41,1061,0.387096774193548
"513",125,1061,0.580645161290323
"514",126,1061,0.419354838709677
"515",180,1061,0.548387096774194
"516",209,1061,0.612903225806452
"517",643,1061,0.161290322580645
"518",18,1062,0.935483870967742
"519",42,1062,0.193548387096774
"520",79,1062,1
"521",123,1062,0.838709677419355
"522",125,1062,0.419354838709677
"523",64,1063,0.612903225806452
"524",149,1063,0.612903225806452
"525",159,1063,0.935483870967742
"526",162,1063,0.580645161290323
"527",196,1063,0.709677419354839
"528",20,1064,0.580645161290323
"529",43,1064,0.67741935483871
"530",168,1064,0.387096774193548
"531",170,1064,0.870967741935484
"532",176,1064,0.419354838709677
"533",185,1064,0.741935483870968
"534",199,1064,0.967741935483871
"535",220,1064,0.645161290322581
"536",226,1064,0.903225806451613
"537",29,1065,0.451612903225806
"538",31,1065,0.612903225806452
"539",80,1065,0.580645161290323
"540",87,1065,0.774193548387097
"541",124,1065,0.645161290322581
"542",224,1065,0.612903225806452
"543",8,1066,0.451612903225806
"544",62,1066,0.32258064516129
"545",219,1066,0.483870967741935
"546",85,1067,0.612903225806452
"547",92,1067,0.741935483870968
"548",97,1067,0.0967741935483871
"549",124,1067,0.838709677419355
"550",218,1067,0.612903225806452
"551",18,1068,0.870967741935484
"552",26,1068,0.774193548387097
"553",41,1068,0.903225806451613
"554",55,1068,1
"555",61,1068,1
"556",123,1068,0.935483870967742
"557",180,1068,0.548387096774194
"558",26,1069,0.67741935483871
"559",79,1069,0.548387096774194
"560",125,1069,0.67741935483871
"561",153,1069,0.67741935483871
"562",186,1069,0.290322580645161
"563",208,1069,0.451612903225806
"564",758,1069,0.225806451612903
"565",66,1070,0.0645161290322581
"566",78,1070,0.290322580645161
"567",643,1070,0.225806451612903
"568",14,1071,0.580645161290323
"569",18,1071,0.709677419354839
"570",55,1071,1
"571",81,1071,1
"572",34,1072,0.0645161290322581
"573",35,1072,0.967741935483871
"574",39,1072,1
"575",85,1072,0.709677419354839
"576",172,1072,1
"577",182,1072,0.67741935483871
"578",30,1073,0.838709677419355
"579",36,1073,0.419354838709677
"580",60,1073,0.451612903225806
"581",63,1073,0.645161290322581
"582",64,1073,0.419354838709677
"583",72,1073,0.967741935483871
"584",88,1073,0.838709677419355
"585",146,1073,0.516129032258065
"586",2,1074,0.483870967741935
"587",21,1074,0.290322580645161
"588",24,1074,0.258064516129032
"589",47,1074,0.580645161290323
"590",67,1074,0.838709677419355
"591",105,1074,0.354838709677419
"592",205,1074,0.548387096774194
"593",11,1075,0.645161290322581
"594",20,1075,0.774193548387097
"595",43,1075,0.741935483870968
"596",220,1075,0.67741935483871
"597",226,1075,0.741935483870968
"598",68,1076,0.0967741935483871
"599",195,1077,0.612903225806452
"600",102,1078,1
"601",140,1078,1
"602",145,1078,0.290322580645161
"603",4,1079,0.612903225806452
"604",32,1079,0.67741935483871
"605",45,1079,0.903225806451613
"606",54,1079,0.612903225806452
"607",96,1079,0.806451612903226
"608",102,1079,0.935483870967742
"609",162,1079,0.451612903225806
"610",181,1079,0.225806451612903
"611",195,1079,1
"612",14,1080,0.741935483870968
"613",74,1080,1
"614",88,1080,0.806451612903226
"615",89,1080,1
"616",101,1080,0.612903225806452
"617",111,1080,0.483870967741935
"618",39,1081,1
"619",82,1081,0.580645161290323
"620",142,1081,0.451612903225806
"621",199,1081,0.451612903225806
"622",203,1081,0.870967741935484
"623",40,1082,0.354838709677419
"624",66,1082,0.516129032258065
"625",84,1082,0.741935483870968
"626",147,1082,0.612903225806452
"627",42,1083,0.258064516129032
"628",80,1083,0.838709677419355
"629",203,1083,0.516129032258065
"630",207,1083,0.419354838709677
"631",224,1083,0.870967741935484
"632",227,1083,0.612903225806452
"633",40,1084,0.483870967741935
"634",71,1084,0.516129032258065
"635",119,1084,0.838709677419355
"636",144,1084,0.516129032258065
"637",145,1084,0.774193548387097
"638",172,1084,0.870967741935484
"639",634,1084,0.967741935483871
"640",71,1085,0.741935483870968
"641",100,1085,0.612903225806452
"642",227,1085,0.709677419354839
"643",634,1085,0.967741935483871
"644",658,1085,0.225806451612903
"645",875,1085,0.258064516129032
"646",15,1086,0.870967741935484
"647",16,1086,0.806451612903226
"648",39,1086,0.645161290322581
"649",100,1086,0.258064516129032
"650",190,1086,0.741935483870968
"651",903,1086,0
"652",15,1087,0.580645161290323
"653",16,1087,0.645161290322581
"654",35,1087,1
"655",85,1087,0.903225806451613
"656",92,1087,0.870967741935484
"657",124,1087,0.870967741935484
"658",152,1087,0.483870967741935
"659",172,1087,0.967741935483871
"660",176,1087,0.548387096774194
"661",154,1088,0.580645161290323
"662",210,1088,0.903225806451613
"663",212,1088,0.67741935483871
"664",19,1089,1
"665",52,1089,1
"666",83,1089,1
"667",117,1089,0.903225806451613
"668",134,1089,0.903225806451613
"669",136,1089,0.838709677419355
"670",161,1089,0.903225806451613
"671",164,1089,0.741935483870968
"672",177,1089,0.935483870967742
"673",209,1089,0.451612903225806
"674",147,1090,0.419354838709677
"675",152,1090,0.967741935483871
"676",157,1090,0.67741935483871
"677",168,1090,0.580645161290323
"678",187,1090,0.580645161290323
"679",189,1090,1
"680",202,1090,0.483870967741935
"681",19,1091,1
"682",29,1091,1
"683",83,1091,1
"684",91,1091,0.645161290322581
"685",117,1091,0.870967741935484
"686",134,1091,1
"687",136,1091,0.774193548387097
"688",177,1091,0.870967741935484
"689",181,1091,0.903225806451613
"690",21,1092,0.258064516129032
"691",814,1092,0.548387096774194
"692",898,1092,0
"693",3,1093,0.774193548387097
"694",71,1093,0.67741935483871
"695",119,1093,0.774193548387097
"696",145,1093,0.548387096774194
"697",182,1093,0.483870967741935
"698",217,1093,0.741935483870968
"699",227,1093,0.838709677419355
"700",123,1094,0.645161290322581
"701",132,1094,0.548387096774194
"702",157,1094,0.612903225806452
"703",184,1094,0.32258064516129
"704",187,1094,0.580645161290323
"705",209,1094,0.580645161290323
"706",223,1094,0.483870967741935
"707",41,1095,0.67741935483871
"708",51,1095,0.67741935483871
"709",52,1095,0.451612903225806
"710",65,1095,0.290322580645161
"711",75,1095,0.67741935483871
"712",180,1095,0.967741935483871
"713",209,1095,0.67741935483871
"714",3,1096,1
"715",119,1096,0.709677419354839
"716",210,1096,0.741935483870968
"717",211,1096,0.612903225806452
"718",218,1096,0.354838709677419
"719",227,1096,0.774193548387097
"720",35,1097,0.774193548387097
"721",147,1097,0.806451612903226
"722",152,1097,0.645161290322581
"723",172,1097,0.967741935483871
"724",179,1097,0.516129032258065
"725",182,1097,0.612903225806452
"726",184,1097,0.806451612903226
"727",193,1097,0.903225806451613
"728",28,1098,0.806451612903226
"729",32,1098,0.774193548387097
"730",33,1098,0.870967741935484
"731",54,1098,0.806451612903226
"732",195,1098,0.806451612903226
"733",50,1099,0.774193548387097
"734",128,1099,0.870967741935484
"735",131,1099,0.838709677419355
"736",142,1099,0.838709677419355
"737",169,1099,0.645161290322581
"738",170,1099,0.806451612903226
"739",176,1099,0.548387096774194
"740",178,1099,0.548387096774194
"741",185,1099,0.774193548387097
"742",199,1099,0.870967741935484
"743",3,1100,0.935483870967742
"744",16,1100,0.645161290322581
"745",35,1100,0.967741935483871
"746",39,1100,0.870967741935484
"747",119,1100,0.903225806451613
"748",124,1100,0.838709677419355
"749",172,1100,0.903225806451613
"750",217,1100,0.935483870967742
"751",227,1100,0.709677419354839
"752",634,1100,0.870967741935484
"753",92,1101,0.258064516129032
"754",164,1101,0.645161290322581
"755",189,1101,0.838709677419355
"756",190,1101,0.32258064516129
"757",4,1102,1
"758",25,1102,0.935483870967742
"759",27,1102,0.903225806451613
"760",28,1102,1
"761",46,1102,1
"762",54,1102,0.451612903225806
"763",59,1102,0.903225806451613
"764",86,1102,0.870967741935484
"765",212,1102,0.709677419354839
"766",46,1103,0.903225806451613
"767",67,1103,0.806451612903226
"768",205,1103,0.580645161290323
"769",210,1103,0.67741935483871
"770",881,1103,0.129032258064516
"771",92,1104,0.258064516129032
"772",97,1104,0.516129032258065
"773",202,1104,0.419354838709677
"774",218,1104,0.451612903225806
"775",780,1104,0.32258064516129
"776",787,1104,0.193548387096774
"777",21,1106,0.67741935483871
"778",22,1106,0.903225806451613
"779",42,1107,0.32258064516129
"780",80,1107,0.354838709677419
"781",134,1107,0.419354838709677
"782",164,1107,0.451612903225806
"783",188,1107,0.290322580645161
"784",189,1107,0.580645161290323
"785",203,1107,0.483870967741935
"786",25,1108,0.935483870967742
"787",32,1108,0.935483870967742
"788",33,1108,0.709677419354839
"789",45,1108,0.935483870967742
"790",54,1108,0.903225806451613
"791",86,1108,0.967741935483871
"792",195,1108,0.903225806451613
"793",207,1108,0.67741935483871
"794",224,1108,0.774193548387097
"795",39,1109,0.870967741935484
"796",124,1109,0.645161290322581
"797",170,1109,0.483870967741935
"798",172,1109,1
"799",182,1109,0.903225806451613
"800",203,1109,0.806451612903226
"801",217,1109,1
"802",227,1109,0.709677419354839
"803",0,1110,1
"804",12,1110,1
"805",44,1110,1
"806",57,1110,1
"807",90,1110,1
"808",93,1110,1
"809",95,1110,1
"810",109,1110,1
"811",110,1110,1
"812",140,1110,1
"813",0,1111,1
"814",44,1111,1
"815",69,1111,1
"816",81,1111,1
"817",32,1112,0.741935483870968
"818",54,1112,0.709677419354839
"819",80,1112,0.612903225806452
"820",86,1112,1
"821",224,1112,0.67741935483871
"822",152,1113,0.709677419354839
"823",161,1113,0.870967741935484
"824",176,1113,0.741935483870968
"825",187,1113,0.419354838709677
"826",189,1113,0.935483870967742
"827",193,1113,0.548387096774194
"828",3,1114,1
"829",71,1114,0.709677419354839
"830",119,1114,1
"831",147,1114,0.387096774193548
"832",150,1114,0.709677419354839
"833",217,1114,1
"834",227,1114,0.903225806451613
"835",634,1114,0.774193548387097
"836",44,1115,1
"837",55,1115,1
"838",57,1115,1
"839",223,1115,0.903225806451613
"840",49,1116,0.32258064516129
"841",139,1116,0.419354838709677
"842",191,1117,0
"843",218,1117,0.516129032258065
"844",68,1118,0.193548387096774
"845",177,1118,0.967741935483871
"846",184,1118,0.67741935483871
"847",216,1119,0.0967741935483871
"848",3,1120,1
"849",71,1120,0.741935483870968
"850",84,1120,0.67741935483871
"851",119,1120,0.741935483870968
"852",210,1120,0.645161290322581
"853",227,1120,0.967741935483871
"854",29,1121,0.612903225806452
"855",30,1121,0.870967741935484
"856",36,1121,0.67741935483871
"857",60,1121,0.709677419354839
"858",63,1121,1
"859",64,1121,0.806451612903226
"860",72,1121,0.612903225806452
"861",88,1121,0.516129032258065
"862",91,1121,1
"863",159,1121,0.516129032258065
"864",29,1122,0.548387096774194
"865",83,1122,0.870967741935484
"866",147,1122,0.419354838709677
"867",148,1122,0.67741935483871
"868",177,1122,0.870967741935484
"869",181,1122,0.516129032258065
"870",29,1123,0.516129032258065
"871",52,1123,1
"872",108,1123,1
"873",148,1123,0.870967741935484
"874",161,1123,1
"875",166,1123,0.709677419354839
"876",175,1123,0.967741935483871
"877",177,1123,1
"878",56,1124,0.129032258064516
"879",203,1124,0.548387096774194
"880",224,1124,0.741935483870968
"881",15,1125,0.645161290322581
"882",92,1125,0.419354838709677
"883",97,1125,0.225806451612903
"884",118,1125,0.387096774193548
"885",5,1126,0.709677419354839
"886",13,1126,0.838709677419355
"887",22,1126,0.612903225806452
"888",160,1126,0.516129032258065
"889",179,1126,0.419354838709677
"890",219,1126,0.580645161290323
"891",222,1126,0.67741935483871
"892",2,1127,0.516129032258065
"893",23,1127,0.612903225806452
"894",36,1127,0.612903225806452
"895",62,1127,0.709677419354839
"896",67,1127,0.838709677419355
"897",212,1127,0.451612903225806
"898",15,1129,0.580645161290323
"899",16,1129,0.935483870967742
"900",35,1129,0.741935483870968
"901",39,1129,0.741935483870968
"902",120,1130,0.225806451612903
"903",151,1130,0.0645161290322581
"904",5,1131,0.516129032258065
"905",21,1131,0.580645161290323
"906",24,1131,0.516129032258065
"907",222,1131,0.483870967741935
"908",13,1132,0.483870967741935
"909",47,1132,0.225806451612903
"910",82,1132,0.516129032258065
"911",103,1132,0.483870967741935
"912",203,1132,0.516129032258065
"913",214,1132,0.290322580645161
"914",637,1132,0
"915",15,1133,0.838709677419355
"916",39,1133,0.741935483870968
"917",50,1133,0.451612903225806
"918",170,1133,0.806451612903226
"919",172,1133,0.806451612903226
"920",176,1133,0.645161290322581
"921",199,1133,0.774193548387097
"922",203,1133,0.612903225806452
"923",145,1134,0.612903225806452
"924",150,1134,0.838709677419355
"925",182,1134,0.645161290322581
"926",217,1134,0.645161290322581
"927",227,1134,0.612903225806452
"928",92,1135,0.580645161290323
"929",97,1135,0.290322580645161
"930",143,1135,0.354838709677419
"931",152,1135,0.387096774193548
"932",11,1136,0.709677419354839
"933",43,1136,0.806451612903226
